_id,MisparMitham,Yeshuv,SemelYeshuv,ShemMitcham,YachadKayam,YachadTosafti,YachadMutza,TaarichHachraza,MisparTochnit,KishurLatar,SachHeterim,KishurLaMapa,Maslul,ShnatMatanTokef,Bebitzua,Status,source_name,source_url,source_type,original_resource_id,original_file_path,original_row_index,ingestion_timestamp,detected_relevance_reason,מפתח לפוליגון תכנית,מספר תוכנית,שם תוכנית,שלב תכנוני,יזם תכנון,סמל יישוב,יישוב,תאריך קיום תנאי סף,תאריך פרסום להפקדה ברשומות,תאריך פרסום לאישור ברשומות,קישור לאתר רשות מקרקעי ישראל,קישור לאתר מנהל תכנון,יחד פוטנציאל לשיווק
314,30768.0,חיפה                                                                                                                                                                                                                                                           ,4000.0,המלך אמציה                                                                                                                                                                                                                                                     ,73,244,437.0,11/11/2001,304-0137240                                                                                                                                                                                                                                                    ,https://mavat.iplan.gov.il/SV4/1/3000263561/310                                                                                                                                                                                                                ,437,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~30768                                                                                                                                                            ,רשויות                                                                                                                                                                                                                                                         ,2006                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,תכנית מאושרת -  אחרי רישוי                                                                                                                                                                                                                                     ,data.gov.il - מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,f65a0daf-f737-49c5-9424-d378d52104f5,data\raw\data_gov_f65a0daf-f737-49c5-9424-d378d52104f5_records.csv,313,2026-05-27T16:09:42,Known official data.gov.il urban renewal resource,,,,,,,,,,,,,
315,30773.0,צורן קדימה                                                                                                                                                                                                                                                     ,195.0,יוספטל                                                                                                                                                                                                                                                         ,72,24,224.0,11/11/2001,457-0282657                                                                                                                                                                                                                                                    ,https://mavat.iplan.gov.il/SV4/1/4000342759/310                                                                                                                                                                                                                ,224,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~30773                                                                                                                                                            ,רשויות                                                                                                                                                                                                                                                         ,2018                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,תכנית מאושרת -  אחרי רישוי                                                                                                                                                                                                                                     ,data.gov.il - מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,f65a0daf-f737-49c5-9424-d378d52104f5,data\raw\data_gov_f65a0daf-f737-49c5-9424-d378d52104f5_records.csv,314,2026-05-27T16:09:42,Known official data.gov.il urban renewal resource,,,,,,,,,,,,,
316,30781.0,יהוד                                                                                                                                                                                                                                                           ,9400.0,העצמאות                                                                                                                                                                                                                                                        ,68,334,449.0,11/11/2001,יד/6177                                                                                                                                                                                                                                                        ,https://mavat.iplan.gov.il/SV4/1/4066227/310                                                                                                                                                                                                                   ,449,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~30781                                                                                                                                                            ,רשויות                                                                                                                                                                                                                                                         ,2009                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,תכנית מאושרת -  אחרי רישוי                                                                                                                                                                                                                                     ,data.gov.il - מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,f65a0daf-f737-49c5-9424-d378d52104f5,data\raw\data_gov_f65a0daf-f737-49c5-9424-d378d52104f5_records.csv,315,2026-05-27T16:09:42,Known official data.gov.il urban renewal resource,,,,,,,,,,,,,
317,30786.0,פתח תקוה                                                                                                                                                                                                                                                       ,7900.0,שכונת עקיבא                                                                                                                                                                                                                                                    ,72,228,300.0,19/11/2000,פת/383/3                                                                                                                                                                                                                                                       ,https://mavat.iplan.gov.il/SV4/1/4063523/310                                                                                                                                                                                                                   ,,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~30786                                                                                                                                                            ,רשויות                                                                                                                                                                                                                                                         ,2005                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,   תכנית מאושרת לפני מימוש                                                                                                                                                                                                                                     ,data.gov.il - מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,f65a0daf-f737-49c5-9424-d378d52104f5,data\raw\data_gov_f65a0daf-f737-49c5-9424-d378d52104f5_records.csv,316,2026-05-27T16:09:42,Known official data.gov.il urban renewal resource,,,,,,,,,,,,,
318,30792.0,תל אביב יפו                                                                                                                                                                                                                                                    ,5000.0,חסן עראפה                                                                                                                                                                                                                                                      ,0,0,792.0,19/11/2000,תא/3319                                                                                                                                                                                                                                                        ,https://mavat.iplan.gov.il/SV4/1/5051002/310                                                                                                                                                                                                                   ,792,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~30792                                                                                                                                                            ,רשויות                                                                                                                                                                                                                                                         ,2005                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,תכנית מאושרת -  אחרי רישוי                                                                                                                                                                                                                                     ,data.gov.il - מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,f65a0daf-f737-49c5-9424-d378d52104f5,data\raw\data_gov_f65a0daf-f737-49c5-9424-d378d52104f5_records.csv,317,2026-05-27T16:09:42,Known official data.gov.il urban renewal resource,,,,,,,,,,,,,
319,30793.0,פתח תקוה                                                                                                                                                                                                                                                       ,7900.0,דגל ראובן                                                                                                                                                                                                                                                      ,141,0,568.0,19/11/2000,פת/1215/17                                                                                                                                                                                                                                                     ,https://mavat.iplan.gov.il/SV4/1/4061885/310                                                                                                                                                                                                                   ,,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~30793                                                                                                                                                            ,רשויות                                                                                                                                                                                                                                                         ,2006                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,   תכנית מאושרת לפני מימוש                                                                                                                                                                                                                                     ,data.gov.il - מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,f65a0daf-f737-49c5-9424-d378d52104f5,data\raw\data_gov_f65a0daf-f737-49c5-9424-d378d52104f5_records.csv,318,2026-05-27T16:09:42,Known official data.gov.il urban renewal resource,,,,,,,,,,,,,
320,30799.0,בנימינה גבעת עדה                                                                                                                                                                                                                                               ,9800.0,רמת חן                                                                                                                                                                                                                                                         ,384,190,574.0,19/11/2000,ש/1053                                                                                                                                                                                                                                                         ,https://mavat.iplan.gov.il/SV4/1/3068410/310                                                                                                                                                                                                                   ,,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~30799                                                                                                                                                            ,רשויות                                                                                                                                                                                                                                                         ,2008                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,   תכנית מאושרת לפני מימוש                                                                                                                                                                                                                                     ,data.gov.il - מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,f65a0daf-f737-49c5-9424-d378d52104f5,data\raw\data_gov_f65a0daf-f737-49c5-9424-d378d52104f5_records.csv,319,2026-05-27T16:09:42,Known official data.gov.il urban renewal resource,,,,,,,,,,,,,
321,30808.0,בני ברק                                                                                                                                                                                                                                                        ,6100.0,שוק פרדס כץ                                                                                                                                                                                                                                                    ,72,220,292.0,19/11/2000,501-0193359                                                                                                                                                                                                                                                    ,https://mavat.iplan.gov.il/SV4/1/5000297365/310                                                                                                                                                                                                                ,,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~30808                                                                                                                                                            ,מיסוי                                                                                                                                                                                                                                                          ,2004                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,   תכנית מאושרת לפני מימוש                                                                                                                                                                                                                                     ,data.gov.il - מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,f65a0daf-f737-49c5-9424-d378d52104f5,data\raw\data_gov_f65a0daf-f737-49c5-9424-d378d52104f5_records.csv,320,2026-05-27T16:09:42,Known official data.gov.il urban renewal resource,,,,,,,,,,,,,
322,30827.0,חדרה                                                                                                                                                                                                                                                           ,6500.0,מבוא חדרה מזרח                                                                                                                                                                                                                                                 ,14,156,132.0,22/07/2001,חד/1264                                                                                                                                                                                                                                                        ,https://mavat.iplan.gov.il/SV4/1/3069288/310                                                                                                                                                                                                                   ,132,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~30827                                                                                                                                                            ,רשויות                                                                                                                                                                                                                                                         ,2005                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,תכנית מאושרת -  אחרי רישוי                                                                                                                                                                                                                                     ,data.gov.il - מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,f65a0daf-f737-49c5-9424-d378d52104f5,data\raw\data_gov_f65a0daf-f737-49c5-9424-d378d52104f5_records.csv,321,2026-05-27T16:09:42,Known official data.gov.il urban renewal resource,,,,,,,,,,,,,
323,30828.0,יהוד                                                                                                                                                                                                                                                           ,9400.0,מרכז יהוד                                                                                                                                                                                                                                                      ,80,1262,1501.0,22/07/2001,יד/6156                                                                                                                                                                                                                                                        ,https://mavat.iplan.gov.il/SV4/1/4059722/310                                                                                                                                                                                                                   ,1008,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~30828                                                                                                                                                            ,רשויות                                                                                                                                                                                                                                                         ,2006                                                                                                                                                                                                                                                           ,כן                                                                                                                                                                                                                                                             ,תכנית מאושרת במימוש                                                                                                                                                                                                                                            ,data.gov.il - מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,f65a0daf-f737-49c5-9424-d378d52104f5,data\raw\data_gov_f65a0daf-f737-49c5-9424-d378d52104f5_records.csv,322,2026-05-27T16:09:42,Known official data.gov.il urban renewal resource,,,,,,,,,,,,,
324,30829.0,נס ציונה                                                                                                                                                                                                                                                       ,7200.0,הבנים                                                                                                                                                                                                                                                          ,0,0,12.0,22/07/2001,נס/202                                                                                                                                                                                                                                                         ,https://mavat.iplan.gov.il/SV4/1/4069698/310                                                                                                                                                                                                                   ,12,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~30829                                                                                                                                                            ,רשויות                                                                                                                                                                                                                                                         ,2012                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,תכנית מאושרת -  אחרי רישוי                                                                                                                                                                                                                                     ,data.gov.il - מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,f65a0daf-f737-49c5-9424-d378d52104f5,data\raw\data_gov_f65a0daf-f737-49c5-9424-d378d52104f5_records.csv,323,2026-05-27T16:09:42,Known official data.gov.il urban renewal resource,,,,,,,,,,,,,
325,30830.0,נתניה                                                                                                                                                                                                                                                          ,7400.0,הלפרין                                                                                                                                                                                                                                                         ,64,104,264.0,22/07/2001,נת/548/34                                                                                                                                                                                                                                                      ,https://mavat.iplan.gov.il/SV4/1/4065030/310                                                                                                                                                                                                                   ,132,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~30830                                                                                                                                                            ,רשויות                                                                                                                                                                                                                                                         ,2007                                                                                                                                                                                                                                                           ,כן                                                                                                                                                                                                                                                             ,תכנית מאושרת במימוש                                                                                                                                                                                                                                            ,data.gov.il - מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,f65a0daf-f737-49c5-9424-d378d52104f5,data\raw\data_gov_f65a0daf-f737-49c5-9424-d378d52104f5_records.csv,324,2026-05-27T16:09:42,Known official data.gov.il urban renewal resource,,,,,,,,,,,,,
326,30921.0,נס ציונה                                                                                                                                                                                                                                                       ,7200.0,השוק העירוני                                                                                                                                                                                                                                                   ,40,390,460.0,16/06/2002,נס/136/3                                                                                                                                                                                                                                                       ,https://mavat.iplan.gov.il/SV4/1/4065966/310                                                                                                                                                                                                                   ,,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~30921                                                                                                                                                            ,רשויות                                                                                                                                                                                                                                                         ,2015                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,   תכנית מאושרת לפני מימוש                                                                                                                                                                                                                                     ,data.gov.il - מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,f65a0daf-f737-49c5-9424-d378d52104f5,data\raw\data_gov_f65a0daf-f737-49c5-9424-d378d52104f5_records.csv,325,2026-05-27T16:09:42,Known official data.gov.il urban renewal resource,,,,,,,,,,,,,
327,31073.0,נס ציונה                                                                                                                                                                                                                                                       ,7200.0,יד אליעזר                                                                                                                                                                                                                                                      ,116,282,599.0,16/06/2002,נס/96/3                                                                                                                                                                                                                                                        ,,206,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~31073                                                                                                                                                            ,רשויות                                                                                                                                                                                                                                                         ,2007                                                                                                                                                                                                                                                           ,כן                                                                                                                                                                                                                                                             ,תכנית מאושרת במימוש                                                                                                                                                                                                                                            ,data.gov.il - מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,f65a0daf-f737-49c5-9424-d378d52104f5,data\raw\data_gov_f65a0daf-f737-49c5-9424-d378d52104f5_records.csv,326,2026-05-27T16:09:42,Known official data.gov.il urban renewal resource,,,,,,,,,,,,,
328,31122.0,נתניה                                                                                                                                                                                                                                                          ,7400.0,ויצמן סוקולוב                                                                                                                                                                                                                                                  ,64,64,264.0,16/06/2002,408-0511600                                                                                                                                                                                                                                                    ,https://mavat.iplan.gov.il/SV4/1/4000751335/310                                                                                                                                                                                                                ,264,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~31122                                                                                                                                                            ,רשויות                                                                                                                                                                                                                                                         ,2015                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,תכנית מאושרת -  אחרי רישוי                                                                                                                                                                                                                                     ,data.gov.il - מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,f65a0daf-f737-49c5-9424-d378d52104f5,data\raw\data_gov_f65a0daf-f737-49c5-9424-d378d52104f5_records.csv,327,2026-05-27T16:09:42,Known official data.gov.il urban renewal resource,,,,,,,,,,,,,
329,31124.0,נתניה                                                                                                                                                                                                                                                          ,7400.0,ויצמן צפון-בארי                                                                                                                                                                                                                                                ,86,127,292.0,16/06/2002,נת/553/27                                                                                                                                                                                                                                                      ,https://mavat.iplan.gov.il/SV4/1/4070902/310                                                                                                                                                                                                                   ,292,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~31124                                                                                                                                                            ,רשויות                                                                                                                                                                                                                                                         ,2018                                                                                                                                                                                                                                                           ,לא                                                                                                                                                                                                                                                             ,תכנית מאושרת -  אחרי רישוי                                                                                                                                                                                                                                     ,data.gov.il - מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,f65a0daf-f737-49c5-9424-d378d52104f5,data\raw\data_gov_f65a0daf-f737-49c5-9424-d378d52104f5_records.csv,328,2026-05-27T16:09:42,Known official data.gov.il urban renewal resource,,,,,,,,,,,,,
330,31126.0,פתח תקוה                                                                                                                                                                                                                                                       ,7900.0,שלום אש (גן בועז)                                                                                                                                                                                                                                              ,210,750,750.0,16/06/2002,פת/505/12                                                                                                                                                                                                                                                      ,https://mavat.iplan.gov.il/SV4/1/4065289/310                                                                                                                                                                                                                   ,300,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~31126                                                                                                                                                            ,רשויות                                                                                                                                                                                                                                                         ,2009                                                                                                                                                                                                                                                           ,כן                                                                                                                                                                                                                                                             ,תכנית מאושרת במימוש                                                                                                                                                                                                                                            ,data.gov.il - מתחמי התחדשות עירונית,https://data.gov.il/he/datasets/ministry_of_housing/urban_renewal/f65a0daf-f737-49c5-9424-d378d52104f5,government_open_data_resource,f65a0daf-f737-49c5-9424-d378d52104f5,data\raw\data_gov_f65a0daf-f737-49c5-9424-d378d52104f5_records.csv,329,2026-05-27T16:09:42,Known official data.gov.il urban renewal resource,,,,,,,,,,,,,
